referrer_source,referrer_name,location_city,ua_form_factor,location_region,referrer_host,day,total_visitors,total_sessions,total_checkouts,total_carts,total_orders_placed
Social,Youtube,Missoula,Mobile,Montana,www.youtube.com,2023-08-24,1,1,0,0,0
Social,Instagram,Oxford,Mobile,Massachusetts,l.instagram.com,2023-08-18,1,1,1,1,0
Social,Facebook,Elyria,Mobile,Ohio,l.facebook.com,2023-08-23,1,1,0,0,0
Social,Instagram,Oxford,Mobile,Michigan,l.instagram.com,2023-08-17,1,1,0,0,0
Social,Facebook,Boise,Mobile,Idaho,m.facebook.com,2023-08-11,1,1,1,0,0
Social,Instagram,Kalundborg,Mobile,Zealand,l.instagram.com,2023-09-27,1,1,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,l.facebook.com,2023-09-20,1,1,0,0,0
Social,Instagram,Bloomfield,Mobile,New Jersey,l.instagram.com,2023-09-28,1,1,0,0,0
Social,Youtube,Lake Havasu City,Desktop,Arizona,www.youtube.com,2023-09-25,1,1,0,0,0
Social,Instagram,Roswell,Mobile,Georgia,l.instagram.com,2023-07-10,1,1,0,0,0
Social,Facebook,Perth,Mobile,Western Australia,m.facebook.com,2023-07-16,1,1,0,0,0
Social,Instagram,New Britain,Mobile,Connecticut,l.instagram.com,2023-09-29,1,1,0,0,0
Social,Youtube,West Bend,Mobile,Wisconsin,m.youtube.com,2023-07-10,1,1,1,1,0
Social,Instagram,Midland,Mobile,Texas,l.instagram.com,2023-08-02,1,1,0,1,0
Social,Facebook,Hummelstown,Mobile,Pennsylvania,l.facebook.com,2023-09-21,1,1,0,0,0
Social,Instagram,Parker,Mobile,Colorado,l.instagram.com,2023-08-03,1,1,0,0,0
Social,Youtube,Los Angeles,Mobile,California,youtube.com,2023-09-19,1,1,0,0,0
Social,Instagram,Parker,Mobile,Colorado,l.instagram.com,2023-09-26,1,1,0,0,0
Social,Facebook,Perth,Mobile,Western Australia,m.facebook.com,2023-09-27,1,1,0,0,0
Social,Instagram,Parker,Mobile,Arizona,l.instagram.com,2023-08-07,1,1,0,0,0
Social,Youtube,Los Angeles,Mobile,California,www.youtube.com,2023-09-06,1,1,0,0,0
Social,Instagram,Sequim,Mobile,Washington,www.instagram.com,2023-09-03,1,1,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,l.facebook.com,2023-09-19,1,1,0,0,0
Social,Instagram,Boerne,Mobile,Texas,l.instagram.com,2023-08-10,1,1,0,0,0
Social,Youtube,Los Angeles,Mobile,California,www.youtube.com,2023-08-18,1,1,0,0,0
Social,Instagram,Stockton,Mobile,California,l.instagram.com,2023-09-27,1,1,0,0,0
Social,Facebook,Fort Morgan,Mobile,Colorado,lm.facebook.com,2023-09-24,1,1,0,0,0
Social,Instagram,Stockton,Mobile,California,l.instagram.com,2023-08-08,1,1,0,0,0
Social,Youtube,Los Angeles,Mobile,California,www.youtube.com,2023-07-24,1,1,0,0,0
Social,Instagram,Stockton,Mobile,California,www.instagram.com,2023-07-13,1,1,0,0,0
Social,Facebook,Gretna,Mobile,Louisiana,m.facebook.com,2023-09-02,1,1,0,0,0
Social,Instagram,East Peoria,Mobile,Illinois,l.instagram.com,2023-07-13,1,1,0,0,0
Social,Youtube,Bend,Mobile,Oregon,youtube.com,2023-07-11,1,1,0,0,0
Social,Instagram,Lilongwe,Mobile,Central Region,l.instagram.com,2023-07-27,1,1,0,0,0
Social,Facebook,Ann Arbor,Mobile,Michigan,l.facebook.com,2023-08-12,1,1,0,0,0
Social,Instagram,Smithtown,Mobile,New York,l.instagram.com,2023-09-20,1,1,0,0,0
Social,Youtube,Dover,Desktop,New Hampshire,www.youtube.com,2023-09-07,1,1,0,0,0
Social,Instagram,Fairport,Mobile,New York,l.instagram.com,2023-08-11,1,1,0,0,0
Social,Facebook,Chicago,Other,Illinois,www.facebook.com,2023-07-14,1,1,0,0,0
Social,Instagram,Chelmsford,Mobile,England,l.instagram.com,2023-08-18,1,1,0,0,0
Social,Youtube,Chicago,Desktop,Illinois,www.youtube.com,2023-08-09,1,1,0,0,0
Social,Instagram,Fort Walton Beach,Mobile,Florida,www.instagram.com,2023-09-28,1,1,0,0,0
Social,Facebook,Ann Arbor,Mobile,Michigan,lm.facebook.com,2023-07-14,1,1,0,0,0
Social,Instagram,Newtown Square,Mobile,Pennsylvania,l.instagram.com,2023-08-24,1,1,0,0,0
Social,Youtube,Chicago,Mobile,Illinois,www.youtube.com,2023-07-29,1,1,0,0,0
Social,Instagram,Aldie,Mobile,Virginia,l.instagram.com,2023-08-12,1,1,0,0,0
Social,Facebook,Daventry,Mobile,England,lm.facebook.com,2023-08-10,1,1,0,0,0
Social,Instagram,Kuah,Mobile,Kedah,l.instagram.com,2023-07-19,1,1,0,0,0
Social,Youtube,Chicago,Mobile,Illinois,www.youtube.com,2023-07-24,1,1,0,0,0
Social,Instagram,Charleston,Mobile,West Virginia,l.instagram.com,2023-09-27,1,1,1,1,0
Social,Facebook,Rushville,Mobile,Indiana,m.facebook.com,2023-08-21,1,1,0,0,0
Social,Instagram,El Centro,Mobile,California,l.instagram.com,2023-09-27,1,1,0,0,0
Social,Youtube,Lebanon,Desktop,Pennsylvania,www.youtube.com,2023-08-07,1,1,0,0,0
Social,Instagram,Schaumburg,Mobile,Illinois,l.instagram.com,2023-09-12,1,1,0,0,0
Social,Facebook,Victoriaville,Mobile,Quebec,m.facebook.com,2023-08-02,1,1,0,0,0
Social,Instagram,Westchester,Mobile,Illinois,www.instagram.com,2023-07-13,1,1,0,0,0
Social,Youtube,Escondido,Desktop,California,www.youtube.com,2023-07-25,1,1,0,0,0
Social,Instagram,Apopka,Mobile,Florida,l.instagram.com,2023-08-13,1,1,0,0,0
Social,Facebook,Gloucester,Mobile,Massachusetts,m.facebook.com,2023-07-11,1,1,1,1,1
Social,Instagram,Asbury Park,Mobile,New Jersey,l.instagram.com,2023-09-25,1,1,0,0,0
Social,Youtube,Indianapolis,Mobile,Indiana,www.youtube.com,2023-07-23,1,1,0,0,0
Social,Instagram,Clifton Park,Mobile,New York,l.instagram.com,2023-09-27,1,1,0,0,0
Social,Facebook,North Richland Hills,Mobile,Texas,m.facebook.com,2023-09-28,1,1,0,0,0
Social,Instagram,Utica,Mobile,Michigan,www.instagram.com,2023-07-27,1,1,0,0,0
Social,Youtube,Indianapolis,Mobile,Indiana,www.youtube.com,2023-07-13,1,1,1,1,1
Social,Instagram,Utica,Mobile,New York,l.instagram.com,2023-08-25,1,1,0,0,0
Social,Facebook,Hanford,Mobile,California,m.facebook.com,2023-07-23,1,1,0,0,0
Social,Instagram,Indianapolis,Mobile,Indiana,l.instagram.com,2023-07-07,1,1,0,0,0
Social,Youtube,Indianapolis,Mobile,Indiana,www.youtube.com,2023-09-06,1,1,1,1,1
Social,Instagram,Indianapolis,Mobile,Indiana,l.instagram.com,2023-07-17,1,1,0,0,0
Social,Facebook,Pipestone,Mobile,Minnesota,m.facebook.com,2023-07-17,1,1,0,0,0
Social,Instagram,Indianapolis,Mobile,Indiana,l.instagram.com,2023-09-14,1,1,0,0,0
Social,Youtube,Raleigh,Mobile,North Carolina,www.youtube.com,2023-08-16,1,1,0,0,0
Social,Facebook,Seattle,Mobile,Washington,m.facebook.com,2023-08-11,1,1,0,0,0
Social,Facebook,North Little Rock,Mobile,Arkansas,m.facebook.com,2023-07-03,1,1,0,0,0
Social,Facebook,Seattle,Mobile,Washington,m.facebook.com,2023-07-02,1,1,0,0,0
Social,Youtube,Girard,Mobile,Ohio,youtube.com,2023-09-06,1,1,0,0,0
Social,Instagram,Indianapolis,Mobile,Indiana,www.instagram.com,2023-09-23,1,1,0,0,0
Social,Facebook,Phoenix,Mobile,Arizona,m.facebook.com,2023-08-04,1,1,0,0,0
Social,Instagram,Blainville,Mobile,Quebec,l.instagram.com,2023-09-28,1,1,0,0,0
Social,Youtube,Philadelphia,Mobile,Pennsylvania,youtube.com,2023-07-08,1,1,0,0,0
Social,Instagram,Noblesville,Mobile,Indiana,www.instagram.com,2023-09-14,1,1,0,0,0
Social,Facebook,North Little Rock,Mobile,Arkansas,m.facebook.com,2023-08-27,1,1,0,0,0
Social,Instagram,Hollister,Mobile,California,l.instagram.com,2023-09-07,1,1,0,0,0
Social,Youtube,Philadelphia,Mobile,Pennsylvania,www.youtube.com,2023-07-19,1,1,0,0,0
Social,Instagram,Lodi,Mobile,New Jersey,l.instagram.com,2023-09-08,1,1,0,1,0
Social,Facebook,Palm City,Mobile,Florida,m.facebook.com,2023-09-03,1,1,0,0,0
Social,Instagram,Casa Grande,Mobile,Arizona,l.instagram.com,2023-09-14,1,1,0,0,0
Social,Youtube,Philadelphia,Mobile,Pennsylvania,www.youtube.com,2023-09-20,1,1,0,0,0
Social,Instagram,Waynesboro,Mobile,Virginia,instagram.com,2023-07-31,1,1,0,0,0
Social,Facebook,Kittanning,Mobile,Pennsylvania,l.facebook.com,2023-09-10,1,1,0,0,0
Social,Instagram,Riverside,Mobile,California,l.instagram.com,2023-09-09,1,1,0,0,0
Social,Youtube,Philadelphia,Desktop,Pennsylvania,www.youtube.com,2023-07-12,1,1,0,0,0
Social,Instagram,Riverside,Mobile,California,l.instagram.com,2023-08-20,1,1,0,0,0
Social,Facebook,Annandale,Mobile,Minnesota,m.facebook.com,2023-08-16,1,1,0,0,0
Social,Instagram,Riverside,Mobile,California,l.instagram.com,2023-08-17,1,1,0,0,0
Social,Youtube,Spring,Desktop,Texas,www.youtube.com,2023-07-13,1,1,0,0,0
Social,Instagram,Riverside,Mobile,California,l.instagram.com,2023-09-18,1,1,0,0,0
Social,Facebook,Van Nuys,Mobile,California,m.facebook.com,2023-07-28,1,1,0,0,0
Social,Instagram,Riverside,Mobile,California,l.instagram.com,2023-09-30,1,1,0,0,0
Social,Youtube,Joliet,Desktop,Illinois,www.youtube.com,2023-09-08,1,1,0,0,0
Social,Instagram,Riverside,Mobile,California,www.instagram.com,2023-09-27,1,1,1,0,1
Social,Facebook,Orlinda,Mobile,Tennessee,l.facebook.com,2023-09-21,1,1,0,0,0
Social,Instagram,Riverside,Mobile,California,instagram.com,2023-07-13,1,1,0,0,0
Social,Facebook,Boise,Mobile,Idaho,m.facebook.com,2023-09-21,1,1,0,0,0
Social,Instagram,Riverside,Mobile,California,instagram.com,2023-08-15,1,1,0,0,0
Social,Facebook,Temperance,Mobile,Michigan,m.facebook.com,2023-07-06,1,1,0,0,0
Social,Instagram,Mount Pearl,Mobile,Newfoundland and Labrador,www.instagram.com,2023-08-24,1,1,0,0,0
Social,Youtube,Commerce,Mobile,Georgia,www.youtube.com,2023-08-24,1,1,0,0,0
Social,Facebook,Seattle,Mobile,Washington,l.facebook.com,2023-07-25,1,1,0,0,0
Social,Facebook,Vicksburg,Mobile,Mississippi,m.facebook.com,2023-09-20,1,1,0,0,0
Social,Instagram,Hooksett,Mobile,New Hampshire,l.instagram.com,2023-07-13,1,1,0,0,0
Social,Youtube,Lake City,Mobile,Florida,www.youtube.com,2023-08-31,1,1,0,0,0
Social,Instagram,Laurelton,Mobile,New Jersey,l.instagram.com,2023-09-08,1,1,0,0,0
Social,Facebook,Selma,Mobile,California,l.facebook.com,2023-09-04,1,1,0,0,0
Social,Instagram,Converse,Mobile,Texas,l.instagram.com,2023-09-08,1,1,0,0,0
Social,Youtube,Ft. Washington,Mobile,Maryland,www.youtube.com,2023-07-16,1,1,0,0,0
Social,Instagram,Melbourne,Mobile,Victoria,l.instagram.com,2023-07-26,1,1,0,1,0
Social,Facebook,Hayden,Mobile,Alabama,m.facebook.com,2023-07-23,1,1,0,0,0
Social,Instagram,Melbourne,Mobile,Victoria,l.instagram.com,2023-08-21,1,1,0,0,0
Social,Youtube,Stafford,Mobile,Texas,www.youtube.com,2023-08-11,1,1,0,0,0
Social,Instagram,Melbourne,Mobile,Victoria,l.instagram.com,2023-07-14,1,1,1,1,0
Social,Facebook,Ormond Beach,Mobile,Florida,m.facebook.com,2023-08-23,1,1,0,0,0
Social,Facebook,Havertown,Mobile,Pennsylvania,m.facebook.com,2023-09-28,1,1,0,1,0
Social,Youtube,Westwood,Mobile,New Jersey,www.youtube.com,2023-08-03,1,1,0,0,0
Social,Instagram,Melbourne,Mobile,Victoria,l.instagram.com,2023-08-18,1,1,0,0,0
Social,Facebook,White Bear Lake,Mobile,Minnesota,m.facebook.com,2023-08-02,1,1,0,0,0
Social,Instagram,Melbourne,Mobile,Florida,l.instagram.com,2023-09-08,1,1,0,0,0
Social,Youtube,Brockton,Other,Massachusetts,m.youtube.com,2023-09-19,1,1,1,1,1
Social,Instagram,Round Rock,Mobile,Texas,instagram.com,2023-07-04,1,1,0,1,0
Social,Facebook,Fairfield,Mobile,Connecticut,m.facebook.com,2023-08-21,1,1,0,0,0
Social,Instagram,Round Rock,Mobile,Texas,instagram.com,2023-09-07,1,1,0,0,0
Social,Youtube,Fairfield,Desktop,California,www.youtube.com,2023-07-22,1,1,1,1,1
Social,Instagram,Lake Forest,Mobile,California,l.instagram.com,2023-08-10,1,1,0,0,0
Social,Facebook,Chesterland,Mobile,Ohio,m.facebook.com,2023-09-08,1,1,0,0,0
Social,Instagram,Douglasville,Mobile,Georgia,l.instagram.com,2023-07-30,1,1,1,1,0
Social,Youtube,Madison,Other,Ohio,m.youtube.com,2023-08-23,1,1,1,1,1
Social,Instagram,Manouba,Mobile,Manouba,l.instagram.com,2023-08-17,1,1,0,0,0
Social,Facebook,Fairfield,Mobile,California,m.facebook.com,2023-09-03,1,1,0,0,0
Social,Instagram,Lacey,Mobile,Washington,www.instagram.com,2023-07-27,1,1,0,0,0
Social,Youtube,Mount Vernon,Mobile,Washington,www.youtube.com,2023-07-14,1,1,1,1,1
Social,Instagram,Muncie,Mobile,Indiana,l.instagram.com,2023-08-27,1,1,0,0,0
Social,Facebook,Two Rivers,Mobile,Wisconsin,m.facebook.com,2023-08-08,1,1,0,0,0
Social,Instagram,Valparaiso,Mobile,Indiana,l.instagram.com,2023-08-11,1,1,0,0,0
Social,Youtube,Lapeer,Mobile,Michigan,www.youtube.com,2023-07-02,1,1,0,0,0
Social,Facebook,Seattle,Mobile,Washington,l.facebook.com,2023-09-07,1,1,0,0,0
Social,Facebook,Trussville,Mobile,Alabama,m.facebook.com,2023-07-18,1,1,0,0,0
Social,Instagram,Ringgold,Tablet,Georgia,l.instagram.com,2023-07-27,1,1,0,0,0
Social,Youtube,Southbury,Mobile,Connecticut,www.youtube.com,2023-08-23,1,1,0,0,0
Social,Facebook,Seattle,Mobile,Washington,l.facebook.com,2023-07-11,1,1,0,0,0
Social,Facebook,Blairsville,Mobile,Georgia,m.facebook.com,2023-08-10,1,1,0,0,0
Social,Instagram,Land O' Lakes,Mobile,Florida,l.instagram.com,2023-08-28,1,1,0,0,0
Social,Youtube,Mandaluyong City,Desktop,Metro Manila,www.youtube.com,2023-09-03,1,1,0,0,0
Social,Instagram,Hot Springs,Mobile,South Dakota,l.instagram.com,2023-07-15,1,1,0,0,0
Social,Facebook,Snoqualmie,Mobile,Washington,m.facebook.com,2023-08-16,1,1,0,0,0
Social,Instagram,Hollidaysburg,Mobile,Pennsylvania,instagram.com,2023-08-29,1,1,0,0,0
Social,Youtube,Bolivar,Mobile,Tennessee,www.youtube.com,2023-08-13,1,1,0,0,0
Social,Instagram,Colorado Springs,Mobile,Colorado,l.instagram.com,2023-07-15,1,1,0,0,0
Social,Facebook,Pearland,Mobile,Texas,m.facebook.com,2023-08-20,1,1,0,0,0
Social,Instagram,Colorado Springs,Mobile,Colorado,www.instagram.com,2023-07-12,1,1,0,0,0
Social,Youtube,Wallingford,Mobile,Pennsylvania,youtube.com,2023-09-15,1,1,0,0,0
Social,Instagram,Colorado Springs,Mobile,Colorado,instagram.com,2023-07-25,1,1,0,0,0
Social,Facebook,Belleview,Mobile,Florida,l.facebook.com,2023-09-19,1,1,0,0,0
Social,Instagram,Casper,Mobile,Wyoming,l.instagram.com,2023-09-20,1,1,0,0,0
Social,Youtube,Rexburg,Mobile,Idaho,youtube.com,2023-09-28,1,1,0,0,0
Social,Instagram,Miami Gardens,Mobile,Florida,l.instagram.com,2023-09-28,1,1,0,0,0
Social,Facebook,Blairsville,Mobile,Georgia,m.facebook.com,2023-09-02,1,1,0,0,0
Social,Instagram,Juneau,Mobile,Alaska,l.instagram.com,2023-09-12,1,1,0,0,0
Social,Youtube,Spring Hill,Mobile,Florida,www.youtube.com,2023-09-22,1,1,0,0,0
Social,Instagram,Pittsburgh,Mobile,Pennsylvania,l.instagram.com,2023-07-11,1,1,0,0,0
Social,Facebook,Cleveland,Mobile,Ohio,m.facebook.com,2023-07-24,1,1,0,0,0
Social,Instagram,Pittsburgh,Mobile,Pennsylvania,l.instagram.com,2023-09-13,1,1,0,0,0
Social,Youtube,Billings,Desktop,Montana,www.youtube.com,2023-09-14,1,1,0,0,0
Social,Instagram,Pittsburgh,Mobile,Pennsylvania,l.instagram.com,2023-07-14,1,1,0,0,0
Social,Facebook,Dos Palos,Mobile,California,l.facebook.com,2023-07-12,1,1,0,0,0
Social,Instagram,Pittsburgh,Mobile,Pennsylvania,instagram.com,2023-07-16,1,1,0,0,0
Social,Youtube,San Jose,Mobile,California,www.youtube.com,2023-09-14,1,1,0,0,0
Social,Instagram,Harrisburg,Mobile,Pennsylvania,l.instagram.com,2023-09-27,1,1,0,0,0
Social,Facebook,Erie,Mobile,Colorado,m.facebook.com,2023-08-28,1,1,0,0,0
Social,Instagram,Harrisburg,Mobile,Pennsylvania,www.instagram.com,2023-08-24,1,1,1,1,0
Social,Youtube,San Jose,Desktop,California,www.youtube.com,2023-08-08,1,1,0,0,0
Social,Instagram,Oslo,Mobile,Oslo County,l.instagram.com,2023-08-05,1,1,0,0,0
Social,Facebook,Bridgend,Mobile,Wales,m.facebook.com,2023-09-27,1,1,0,0,0
Social,Instagram,Prosper,Mobile,Texas,l.instagram.com,2023-09-29,1,1,0,0,0
Social,Youtube,Kansas City,Mobile,Missouri,www.youtube.com,2023-08-13,1,1,0,0,0
Social,Instagram,Joliet,Mobile,Illinois,l.instagram.com,2023-08-28,1,1,0,0,0
Social,Facebook,Erie,Mobile,Pennsylvania,m.facebook.com,2023-08-08,1,1,0,0,0
Social,Instagram,Winnipeg,Mobile,Manitoba,l.instagram.com,2023-09-28,1,1,0,0,0
Social,Youtube,Trenton,Desktop,New Jersey,www.youtube.com,2023-08-11,1,1,0,0,0
Social,Instagram,Winnipeg,Mobile,Manitoba,l.instagram.com,2023-08-25,1,1,0,0,0
Social,Facebook,Wiesbaden,Mobile,Hesse,m.facebook.com,2023-08-24,1,1,0,0,0
Social,Instagram,Winnipeg,Mobile,Manitoba,l.instagram.com,2023-07-26,1,1,0,0,0
Social,Facebook,Matteson,Mobile,Illinois,m.facebook.com,2023-07-06,1,1,0,0,0
Social,Instagram,Fairview,Mobile,Tennessee,www.instagram.com,2023-07-20,1,1,0,1,0
Social,Facebook,Cleveland,Mobile,Ohio,m.facebook.com,2023-08-16,1,1,0,0,0
Social,Instagram,Bonney Lake,Mobile,Washington,l.instagram.com,2023-09-28,1,1,0,0,0
Social,Youtube,West Augusta,Mobile,Virginia,www.youtube.com,2023-08-31,1,1,0,0,0
Social,Instagram,Calera,Mobile,Alabama,l.instagram.com,2023-08-24,1,1,0,0,0
Social,Facebook,Wallkill,Mobile,New York,m.facebook.com,2023-07-03,1,1,0,0,0
Social,Instagram,Fairfax,Mobile,Virginia,l.instagram.com,2023-07-27,1,1,0,0,0
Social,Facebook,Pella,Mobile,Iowa,m.facebook.com,2023-09-05,1,1,0,0,0
Social,Instagram,Pottstown,Mobile,Pennsylvania,l.instagram.com,2023-09-14,1,1,0,0,0
Social,Facebook,Cleveland,Mobile,Ohio,m.facebook.com,2023-09-15,1,1,0,0,0
Social,Instagram,Izegem,Mobile,Flanders,l.instagram.com,2023-09-28,1,1,0,0,0
Social,Youtube,San Antonio,Mobile,Texas,www.youtube.com,2023-07-12,1,1,0,0,0
Social,Instagram,Hurst,Mobile,Texas,www.instagram.com,2023-08-24,1,1,0,0,0
Social,Facebook,Phoenix,Mobile,Arizona,m.facebook.com,2023-09-21,1,1,0,0,0
Social,Instagram,Century,Mobile,Florida,l.instagram.com,2023-09-13,1,1,0,0,0
Social,Youtube,San Antonio,Mobile,Texas,youtube.com,2023-07-10,1,1,0,0,0
Social,Instagram,Huntington Beach,Mobile,California,l.instagram.com,2023-07-04,1,1,0,0,0
Social,Facebook,Cleveland,Mobile,Ohio,l.facebook.com,2023-09-27,1,1,0,0,0
Social,Instagram,Nelson,Mobile,Nelson,l.instagram.com,2023-09-27,1,1,0,0,0
Social,Youtube,Meridian,Tablet,Idaho,www.youtube.com,2023-07-09,1,1,0,0,0
Social,Instagram,High Point,Mobile,North Carolina,l.instagram.com,2023-09-28,1,1,0,0,0
Social,Facebook,Plainsboro,Mobile,New Jersey,l.facebook.com,2023-07-06,1,1,0,0,0
Social,Instagram,Saskatoon,Mobile,Saskatchewan,l.instagram.com,2023-08-02,1,1,0,0,0
Social,Youtube,Hopkinsville,Desktop,Kentucky,www.youtube.com,2023-09-02,1,1,0,0,0
Social,Instagram,Aylesbury,Mobile,England,l.instagram.com,2023-09-02,1,1,0,0,0
Social,Facebook,Cleveland,Mobile,Tennessee,m.facebook.com,2023-09-01,1,1,0,0,0
Social,Instagram,Cowdenbeath,Mobile,Scotland,l.instagram.com,2023-07-20,1,1,1,1,0
Social,Youtube,Blackwood,Mobile,New Jersey,www.youtube.com,2023-08-01,1,1,1,0,1
Social,Instagram,Apple Valley,Mobile,California,l.instagram.com,2023-08-18,1,1,0,0,0
Social,Facebook,Clonee,Desktop,Leinster,www.facebook.com,2023-08-03,1,1,0,0,0
Social,Instagram,Apple Valley,Mobile,California,l.instagram.com,2023-08-12,1,1,0,1,0
Social,Youtube,Rochester,Mobile,New York,www.youtube.com,2023-08-08,1,1,0,0,0
Social,Facebook,Rathdrum,Mobile,Idaho,m.facebook.com,2023-09-10,1,1,0,0,0
Social,Facebook,Cleveland,Mobile,Tennessee,m.facebook.com,2023-08-11,1,1,0,0,0
Social,Instagram,Fort McMurray,Mobile,Alberta,l.instagram.com,2023-09-27,1,1,0,0,0
Social,Youtube,York,Mobile,Pennsylvania,www.youtube.com,2023-08-23,1,1,0,0,0
Social,Instagram,Gig Harbor,Mobile,Washington,l.instagram.com,2023-08-19,1,1,0,0,0
Social,Facebook,Goldsboro,Mobile,North Carolina,m.facebook.com,2023-09-10,1,1,0,0,0
Social,Instagram,Ottawa,Tablet,Ontario,l.instagram.com,2023-08-02,1,1,0,0,0
Social,Youtube,Marietta,Desktop,Georgia,www.youtube.com,2023-07-03,1,1,0,0,0
Social,Instagram,Ottawa,Mobile,Ontario,l.instagram.com,2023-07-26,1,1,0,0,0
Social,Facebook,Cleveland,Mobile,Mississippi,m.facebook.com,2023-07-09,1,1,0,0,0
Social,Instagram,Ottawa,Mobile,Ontario,l.instagram.com,2023-08-02,1,1,0,0,0
Social,Youtube,Dakota,Desktop,Minnesota,www.youtube.com,2023-09-04,1,1,0,0,0
Social,Instagram,St. Petersburg,Mobile,Florida,l.instagram.com,2023-07-18,1,1,0,0,0
Social,Facebook,Coshocton,Mobile,Ohio,m.facebook.com,2023-08-07,1,1,0,0,0
Social,Instagram,Hampton,Mobile,Virginia,l.instagram.com,2023-09-20,1,1,0,0,0
Social,Youtube,Wichita,Mobile,Kansas,www.youtube.com,2023-09-26,1,1,0,0,0
Social,Instagram,Kingsley,Mobile,Iowa,instagram.com,2023-09-24,1,1,0,0,0
Social,Facebook,Lowell,Mobile,Massachusetts,m.facebook.com,2023-07-04,1,1,0,0,0
Social,Instagram,La Plata,Mobile,Maryland,l.instagram.com,2023-07-04,1,1,0,0,0
Social,Youtube,Jacksonville,Mobile,Florida,www.youtube.com,2023-09-11,1,1,1,1,1
Social,Instagram,Pasadena,Mobile,California,l.instagram.com,2023-08-26,1,1,0,0,0
Social,Facebook,Albertville,Mobile,Alabama,l.facebook.com,2023-09-18,1,1,0,0,0
Social,Instagram,Pasadena,Mobile,Texas,l.instagram.com,2023-08-06,1,1,0,0,0
Social,Youtube,Jacksonville,Desktop,Florida,www.youtube.com,2023-08-03,1,1,0,0,0
Social,Instagram,Pasadena,Mobile,Texas,instagram.com,2023-08-28,1,1,0,0,0
Social,Facebook,Lowell,Mobile,Massachusetts,l.facebook.com,2023-07-20,1,1,0,0,0
Social,Instagram,Montpelier Station,Mobile,Virginia,l.instagram.com,2023-09-20,1,1,0,0,0
Social,Facebook,Asheboro,Mobile,North Carolina,m.facebook.com,2023-09-02,1,1,0,0,0
Social,Instagram,Rialto,Mobile,California,l.instagram.com,2023-09-15,1,1,0,0,0
Social,Facebook,Clonee,Desktop,Leinster,www.facebook.com,2023-08-30,1,1,0,0,0
Social,Instagram,Urbandale,Mobile,Iowa,l.instagram.com,2023-09-12,1,1,1,1,1
Social,Youtube,Fresno,Desktop,California,www.youtube.com,2023-07-22,1,1,0,0,0
Social,Instagram,Brandon,Mobile,Mississippi,l.instagram.com,2023-08-05,1,1,1,1,1
Social,Facebook,Lowell,Mobile,Michigan,m.facebook.com,2023-07-21,1,1,0,0,0
Social,Instagram,Manhattan,Mobile,Illinois,l.instagram.com,2023-09-20,1,1,0,0,0
Social,Youtube,Clearfield,Tablet,Utah,www.youtube.com,2023-09-13,1,1,0,0,0
Social,Instagram,Pasco,Mobile,Washington,l.instagram.com,2023-07-11,1,1,0,0,0
Social,Facebook,Frisco,Mobile,Texas,m.facebook.com,2023-09-08,1,1,0,0,0
Social,Instagram,Vienna,Mobile,Vienna,l.instagram.com,2023-07-20,1,1,0,0,0
Social,Youtube,Washington,Mobile,District of Columbia,www.youtube.com,2023-09-24,1,1,0,0,0
Social,Facebook,Watertown,Mobile,Minnesota,m.facebook.com,2023-08-23,1,1,0,0,0
Social,Facebook,Milton,Mobile,Vermont,m.facebook.com,2023-09-18,1,1,0,0,0
Social,Instagram,Sacramento,Mobile,California,l.instagram.com,2023-08-02,1,1,0,0,0
Social,Youtube,Washington,Mobile,District of Columbia,www.youtube.com,2023-08-07,1,1,0,0,0
Social,Instagram,Sacramento,Mobile,California,l.instagram.com,2023-08-30,1,1,1,1,1
Social,Facebook,Phoenix,Mobile,Arizona,m.facebook.com,2023-07-07,1,1,0,0,0
Social,Facebook,Watertown,Mobile,New York,m.facebook.com,2023-08-12,1,1,0,0,0
Social,Youtube,Atlanta,Desktop,Georgia,www.youtube.com,2023-07-14,1,1,0,0,0
Social,Instagram,Sacramento,Mobile,California,l.instagram.com,2023-09-19,1,1,0,0,0
Social,Facebook,Bellmore,Mobile,New York,m.facebook.com,2023-09-20,1,1,0,0,0
Social,Facebook,Watertown,Mobile,Wisconsin,l.facebook.com,2023-07-16,1,1,0,0,0
Social,Facebook,Asheboro,Mobile,North Carolina,m.facebook.com,2023-09-30,1,1,0,0,0
Social,Instagram,Sacramento,Mobile,California,l.instagram.com,2023-09-10,1,1,0,0,0
Social,Facebook,Frisco,Mobile,Texas,m.facebook.com,2023-08-26,1,1,0,0,0
Social,Instagram,Sacramento,Mobile,California,l.instagram.com,2023-09-24,1,1,0,0,0
Social,Youtube,Quakertown,Mobile,Pennsylvania,www.youtube.com,2023-07-16,1,1,0,0,0
Social,Instagram,Sacramento,Mobile,California,l.instagram.com,2023-08-22,1,1,0,0,0
Social,Facebook,Brisbane,Mobile,Queensland,m.facebook.com,2023-07-14,1,1,0,0,0
Social,Instagram,Sacramento,Mobile,California,instagram.com,2023-07-25,1,1,1,0,0
Social,Youtube,Katy,Mobile,Texas,youtube.com,2023-09-12,1,1,0,0,0
Social,Instagram,Sacramento,Mobile,California,instagram.com,2023-08-22,1,1,0,0,0
Social,Facebook,Clonee,Desktop,Leinster,www.facebook.com,2023-07-19,1,1,0,0,0
