referrer_source,referrer_name,location_city,ua_form_factor,location_region,referrer_host,day,total_visitors,total_sessions,total_checkouts,total_carts,total_orders_placed
Social,Facebook,,Mobile,,www.facebook.com,2023-07-23,16,16,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-07,16,16,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-30,16,16,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-19,16,16,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-09-27,16,16,4,4,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-06,16,16,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-03,16,16,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-17,15,15,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-04,14,14,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-10,14,14,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-20,13,13,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-27,13,13,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-17,13,13,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-09-28,13,13,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-13,13,13,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-20,13,13,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-09,12,12,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-12,12,12,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-24,12,12,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-09,12,12,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-27,12,12,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-19,12,12,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-07,12,12,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-29,12,12,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-30,12,12,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-31,12,12,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-28,12,12,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-12,12,12,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-15,11,11,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-11,11,11,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-25,11,11,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-09,11,11,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-02,11,11,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-07,11,11,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-05,11,11,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-03,11,11,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-07-14,11,11,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-16,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-29,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-15,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-10,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-05,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-16,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-04,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-22,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-01,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-28,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-25,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-31,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-11,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-04,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-18,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-18,10,10,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-01,9,9,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-17,9,9,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-29,9,9,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-21,9,9,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-24,9,9,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-05,9,9,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-15,9,9,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-19,9,9,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-19,9,9,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-27,9,9,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-07-13,9,9,1,1,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-30,9,9,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-22,9,9,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-13,9,9,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-17,9,9,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-08,8,8,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-21,8,8,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-08-19,8,8,1,2,0
Social,Instagram,Los Angeles,Mobile,California,l.instagram.com,2023-09-27,8,8,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-23,8,8,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-09-08,8,8,2,1,1
Social,Facebook,,Mobile,,www.facebook.com,2023-07-06,8,8,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-14,8,8,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-09-21,8,8,0,1,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-02,8,8,0,0,0
Social,Facebook,Thief River Falls,Mobile,Minnesota,l.facebook.com,2023-09-25,2,8,1,1,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-01,8,8,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-06,8,8,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-22,8,8,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-10,8,8,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-11,8,8,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-08,8,8,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-11,8,8,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-14,8,8,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-09-29,8,8,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-21,8,8,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-26,7,7,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-08-10,7,7,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-24,7,7,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-18,7,7,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-17,7,7,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-12,7,7,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-03,7,7,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-02,7,7,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-18,7,7,0,0,0
Social,Facebook,,Mobile,,l.facebook.com,2023-09-22,4,7,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-26,7,7,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-16,7,7,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-25,7,7,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-09-28,7,7,1,1,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-26,7,7,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-03,7,7,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-14,7,7,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-25,7,7,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-28,4,6,0,0,0
Social,Instagram,Los Angeles,Mobile,California,l.instagram.com,2023-08-21,6,6,0,1,0
Social,Facebook,Minneapolis,Mobile,Minnesota,m.facebook.com,2023-09-27,6,6,0,0,0
Social,Facebook,,Desktop,,www.facebook.com,2023-07-06,6,6,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-09-20,6,6,0,0,0
Social,Facebook,Miami,Mobile,Florida,m.facebook.com,2023-09-27,6,6,1,2,1
Social,Facebook,,Desktop,,www.facebook.com,2023-07-10,6,6,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-28,6,6,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-09-29,6,6,0,0,0
Social,Facebook,Tampa,Mobile,Florida,l.facebook.com,2023-08-19,1,6,0,1,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-02,6,6,0,0,0
Social,Instagram,Los Angeles,Mobile,California,l.instagram.com,2023-09-20,6,6,1,1,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-26,6,6,0,0,0
Social,Facebook,Minneapolis,Mobile,Minnesota,m.facebook.com,2023-08-02,6,6,1,1,0
Social,Instagram,Riverside,Mobile,California,l.instagram.com,2023-09-28,6,6,1,1,1
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-20,6,6,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-14,6,6,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-07-26,6,6,2,2,1
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-27,6,6,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-09-27,6,6,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-02,6,6,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-09-07,5,5,0,0,0
Social,Facebook,Seattle,Mobile,Washington,m.facebook.com,2023-09-27,5,5,0,2,0
Social,Facebook,Lubbock,Mobile,Texas,m.facebook.com,2023-09-09,2,5,0,0,0
Social,Instagram,Toronto,Mobile,Ontario,l.instagram.com,2023-09-20,5,5,0,1,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-08-17,5,5,2,2,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-28,5,5,0,0,0
Social,Instagram,London,Mobile,England,l.instagram.com,2023-08-17,5,5,1,2,0
Social,Instagram,Dallas,Mobile,Texas,l.instagram.com,2023-09-20,5,5,0,0,0
Social,Instagram,Dallas,Mobile,Texas,l.instagram.com,2023-09-28,5,5,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-29,5,5,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-15,5,5,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-09-20,5,5,1,0,0
Social,Facebook,London,Mobile,England,m.facebook.com,2023-09-27,5,5,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-05,5,5,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-07-20,5,5,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-07-13,5,5,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-23,5,5,0,0,0
Social,Instagram,Philadelphia,Mobile,Pennsylvania,l.instagram.com,2023-07-13,5,5,1,2,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-08-10,5,5,0,1,0
Social,Facebook,,Mobile,,www.facebook.com,2023-09-20,5,5,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-19,5,5,0,0,0
Social,Facebook,,Desktop,,www.facebook.com,2023-09-21,5,5,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-07-06,5,5,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-08,5,5,0,0,0
Social,Facebook,Philadelphia,Mobile,Pennsylvania,m.facebook.com,2023-09-27,5,5,1,2,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-13,5,5,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-09-09,5,5,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-09-22,5,5,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-09-19,5,5,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-09-20,5,5,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-08-14,5,5,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-09-13,5,5,1,1,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-22,3,5,0,0,0
Social,Facebook,Charlotte,Mobile,North Carolina,m.facebook.com,2023-08-17,5,5,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-08-23,5,5,0,0,0
Social,Facebook,Charlotte,Mobile,North Carolina,m.facebook.com,2023-09-27,5,5,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-26,5,5,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-25,5,5,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-12,5,5,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-06,5,5,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-19,4,4,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,m.facebook.com,2023-09-28,3,4,0,0,0
Social,Facebook,Austin,Mobile,Texas,m.facebook.com,2023-07-31,3,4,0,0,0
Social,Instagram,San Antonio,Mobile,Texas,l.instagram.com,2023-08-24,3,4,0,0,0
Social,Facebook,Manlius,Mobile,New York,m.facebook.com,2023-08-22,1,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-04,4,4,0,0,0
Social,Facebook,Clonee,Desktop,Leinster,www.facebook.com,2023-07-14,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-08,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-28,4,4,0,0,0
Social,Facebook,,Desktop,,www.facebook.com,2023-09-24,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-11,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-10,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-25,4,4,0,0,0
Social,Facebook,,Mobile,,l.facebook.com,2023-09-21,4,4,2,1,0
Social,Facebook,,Mobile,,m.facebook.com,2023-07-13,4,4,0,1,0
Social,Facebook,San Antonio,Mobile,Texas,m.facebook.com,2023-08-25,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-08,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-07,4,4,0,0,0
Social,Instagram,Salt Lake City,Mobile,Utah,l.instagram.com,2023-07-13,4,4,0,0,0
Social,Instagram,Fort Worth,Mobile,Texas,l.instagram.com,2023-09-20,3,4,1,1,1
Social,TikTok,,Mobile,,www.tiktok.com,2023-07-29,4,4,0,0,0
Social,Instagram,San Antonio,Mobile,Texas,l.instagram.com,2023-08-02,4,4,0,1,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-25,4,4,0,0,0
Social,Instagram,Denver,Mobile,Colorado,l.instagram.com,2023-09-27,4,4,1,1,1
Social,Facebook,Atlanta,Mobile,Georgia,m.facebook.com,2023-08-20,3,4,0,0,0
Social,Instagram,St Louis,Mobile,Missouri,l.instagram.com,2023-07-13,4,4,2,2,0
Social,Facebook,Starkville,Mobile,Mississippi,m.facebook.com,2023-09-28,1,4,0,0,0
Social,Facebook,Fallon,Mobile,Nevada,l.facebook.com,2023-09-18,2,4,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-08-20,4,4,0,0,0
Social,Instagram,Houston,Mobile,Texas,l.instagram.com,2023-08-24,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-16,4,4,0,0,0
Social,Facebook,Miami,Mobile,Florida,m.facebook.com,2023-07-22,4,4,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-09-18,4,4,2,2,0
Social,Facebook,Brooklyn,Mobile,New York,m.facebook.com,2023-09-27,4,4,0,1,0
Social,Instagram,Riverside,Mobile,California,l.instagram.com,2023-09-20,4,4,2,2,2
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-18,4,4,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-09-05,4,4,0,0,0
Social,Facebook,,Desktop,,www.facebook.com,2023-07-05,4,4,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-30,4,4,0,0,0
Social,Facebook,Columbus,Mobile,Ohio,l.facebook.com,2023-09-14,4,4,0,1,0
Social,Facebook,Philadelphia,Mobile,Pennsylvania,m.facebook.com,2023-07-21,2,4,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-06,4,4,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-21,4,4,0,0,0
Social,Instagram,Berkeley,Mobile,California,l.instagram.com,2023-09-21,4,4,0,0,0
Social,Facebook,Los Angeles,Mobile,California,m.facebook.com,2023-09-17,4,4,1,1,1
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-26,4,4,0,0,0
Social,Facebook,Los Angeles,Mobile,California,m.facebook.com,2023-09-26,2,4,2,1,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-07-12,4,4,0,0,0
Social,Facebook,Brisbane,Mobile,Queensland,m.facebook.com,2023-08-17,3,4,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-07-13,4,4,0,0,0
Social,Instagram,Sydney,Mobile,New South Wales,l.instagram.com,2023-08-17,4,4,1,1,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-11,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-09-23,4,4,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-09-14,3,4,1,1,0
Social,Facebook,Melbourne,Mobile,Victoria,m.facebook.com,2023-09-27,4,4,1,1,0
Social,Facebook,Washington,Mobile,District of Columbia,m.facebook.com,2023-09-27,3,4,0,1,0
Social,Instagram,Las Vegas,Mobile,Nevada,l.instagram.com,2023-08-10,4,4,1,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-09-13,4,4,0,0,0
Social,Instagram,Salt Lake City,Mobile,Utah,l.instagram.com,2023-08-24,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-09,4,4,0,0,0
Social,Facebook,Liverpool,Mobile,New York,m.facebook.com,2023-08-29,1,4,0,0,0
Social,Facebook,San Antonio,Mobile,Texas,m.facebook.com,2023-08-11,3,4,1,1,0
Social,Facebook,Saint Joseph,Mobile,Missouri,l.facebook.com,2023-07-28,1,4,0,0,1
Social,Facebook,Grand Prairie,Mobile,Texas,m.facebook.com,2023-09-27,4,4,0,0,0
Social,Instagram,San Jose,Mobile,California,l.instagram.com,2023-09-20,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-12,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-28,4,4,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-09-25,4,4,0,0,0
Social,Facebook,San Antonio,Mobile,Texas,m.facebook.com,2023-07-28,4,4,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-09-07,4,4,1,1,1
Social,Instagram,Seattle,Mobile,Washington,l.instagram.com,2023-09-27,4,4,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-09-06,4,4,0,0,0
Social,Facebook,Las Vegas,Mobile,Nevada,m.facebook.com,2023-09-19,2,4,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-07,4,4,0,0,0
Social,Facebook,,Desktop,,www.facebook.com,2023-07-07,4,4,0,0,0
Social,Instagram,Chicago,Mobile,Illinois,l.instagram.com,2023-08-04,4,4,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-09-15,4,4,0,0,0
Social,Facebook,Los Angeles,Mobile,California,m.facebook.com,2023-09-27,4,4,1,1,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-08-10,4,4,0,0,0
Social,Instagram,Kansas City,Mobile,Missouri,l.instagram.com,2023-09-08,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-22,4,4,0,0,0
Social,Instagram,Louisville,Mobile,Kentucky,l.instagram.com,2023-08-17,4,4,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-08-08,4,4,0,0,0
Social,Instagram,Houston,Mobile,Texas,l.instagram.com,2023-08-08,4,4,1,1,0
Social,Facebook,,Mobile,,m.facebook.com,2023-09-11,4,4,0,0,0
Social,Instagram,Los Angeles,Mobile,California,l.instagram.com,2023-09-28,4,4,1,1,0
Social,Instagram,Los Angeles,Mobile,California,l.instagram.com,2023-07-11,4,4,1,1,1
Social,Instagram,,Mobile,,l.instagram.com,2023-08-24,4,4,2,2,1
Social,Facebook,,Desktop,,www.facebook.com,2023-07-02,4,4,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-07-13,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-24,4,4,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-09-18,4,4,1,1,1
Social,Facebook,,Mobile,,www.facebook.com,2023-07-13,4,4,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-07-22,4,4,0,0,0
Social,Facebook,Sydney,Mobile,New South Wales,m.facebook.com,2023-09-08,4,4,1,2,0
Social,Facebook,San Antonio,Mobile,Texas,m.facebook.com,2023-09-27,4,4,1,1,0
Social,Facebook,,Desktop,,www.facebook.com,2023-08-26,4,4,0,0,0
Social,Facebook,,Mobile,,www.facebook.com,2023-07-10,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-19,4,4,0,0,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-07-29,4,4,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-08-17,4,4,0,0,0
Social,Instagram,Seattle,Mobile,Washington,l.instagram.com,2023-07-13,4,4,1,1,0
Social,Facebook,Chicago,Mobile,Illinois,www.facebook.com,2023-08-25,4,4,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-08-02,4,4,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-09-25,3,4,1,1,0
Social,Facebook,,Mobile,,m.facebook.com,2023-09-14,4,4,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-24,4,4,2,2,1
Social,Instagram,Atlanta,Mobile,Georgia,l.instagram.com,2023-09-20,4,4,0,1,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-15,4,4,0,0,0
Social,Instagram,Seattle,Mobile,Washington,l.instagram.com,2023-08-24,4,4,0,0,0
Social,Instagram,Minneapolis,Mobile,Minnesota,l.instagram.com,2023-09-28,4,4,0,1,0
Social,Facebook,Bakersfield,Mobile,California,l.facebook.com,2023-08-31,1,3,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-09-06,3,3,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-07-15,2,3,0,0,0
Social,Instagram,Boca Raton,Mobile,Florida,l.instagram.com,2023-09-24,2,3,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-07-27,3,3,1,1,0
Social,Facebook,Columbus,Mobile,Ohio,m.facebook.com,2023-08-30,3,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-16,3,3,0,0,0
Social,Instagram,,Mobile,,l.instagram.com,2023-07-11,3,3,0,0,0
Social,Facebook,Minneapolis,Mobile,Minnesota,m.facebook.com,2023-08-17,3,3,0,0,0
Social,Facebook,Kansas City,Mobile,Missouri,m.facebook.com,2023-09-20,3,3,0,0,0
Social,Instagram,Las Vegas,Mobile,Nevada,l.instagram.com,2023-08-02,3,3,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-07-16,3,3,0,0,0
Social,Facebook,Hyden,Mobile,Kentucky,m.facebook.com,2023-08-10,1,3,1,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-02,3,3,1,1,1
Social,Facebook,Wooster,Mobile,Ohio,m.facebook.com,2023-08-05,1,3,0,0,0
Social,Instagram,San Jose,Mobile,California,l.instagram.com,2023-09-27,3,3,1,1,1
Social,Instagram,San Antonio,Mobile,Texas,l.instagram.com,2023-09-20,3,3,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-25,3,3,0,0,0
Social,Facebook,Tampa,Mobile,Florida,l.facebook.com,2023-08-22,1,3,0,0,0
Social,Facebook,Clonee,Mobile,Leinster,www.facebook.com,2023-07-31,3,3,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-29,3,3,0,0,0
Social,Facebook,Los Angeles,Mobile,California,l.facebook.com,2023-09-26,3,3,0,0,0
Social,Instagram,Las Vegas,Mobile,Nevada,l.instagram.com,2023-07-11,3,3,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-05,3,3,0,0,0
Social,Instagram,Independence,Mobile,Missouri,l.instagram.com,2023-08-19,2,3,0,0,0
Social,Facebook,Atlanta,Mobile,Georgia,m.facebook.com,2023-09-08,3,3,0,1,0
Social,Facebook,Minneapolis,Mobile,Minnesota,m.facebook.com,2023-08-18,3,3,0,1,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-08-01,3,3,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-28,3,3,0,0,0
Social,Instagram,Charlotte,Mobile,North Carolina,l.instagram.com,2023-09-20,2,3,1,1,0
Social,Facebook,Clonee,Desktop,Leinster,www.facebook.com,2023-07-04,3,3,0,0,0
Social,Facebook,Columbus,Mobile,Ohio,m.facebook.com,2023-08-28,3,3,0,0,0
Social,Facebook,,Mobile,,m.facebook.com,2023-08-14,3,3,0,0,0
Social,Facebook,Dallas,Mobile,Texas,m.facebook.com,2023-08-21,3,3,0,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-09-30,3,3,0,0,0
Social,Instagram,Grand Junction,Mobile,Colorado,l.instagram.com,2023-07-13,2,3,1,0,0
Social,TikTok,,Mobile,,www.tiktok.com,2023-08-17,3,3,0,0,0
Social,Facebook,Columbus,Mobile,Ohio,m.facebook.com,2023-08-29,3,3,1,1,1
